video_id,title,description,conspirative
X0LGLi7VQ4I,Olympics 2024: Can Paris Handle the Transport Challenge? #greencity #15minutecity #france,"Paris, the City of Love, is reclaiming its streets from cars to create a more livable, eco-friendly environment. With the world watching during the Olympic Games, Mayor Anne Hidalgo is driving radical changes, reducing air pollution, and giving more space to people and nature. But not everyone agrees. Can Paris become a model for sustainable urban living, or will the resistance be too strong?

00:00 Paris: A ban on cars?
06:00 Place de la Bastille
09:00 Cycling in Paris
11.30 Driving in Paris
13:00 Major Anne Hidalgo
15:00 15 minute city
18:00 Paris Olympics 2024
21:00 Paris a role model city?

Report: Gerhard Sonnleitner
Camera: Mael Fuentes
Editing: Manu Reuss

► Liked the video? Let us know by giving us a thumbs up!
► Want to see more? Make sure to subscribe
► Check our website: https://dw.com/REV

REV - The Global Auto and Mobility Show from Deutsche Welle

#DW #DWREV #greencity",False
127iFAxFu1U,Il Great Reset delle città,"“15-minute city”, ovvero la “città da 15 minuti”. È il progetto, proposto dall’urbanista franco-colombiano Carlos Moreno, docente alla Sorbona, e reso popolare nel 2020 dal sindaco di Parigi, Anne Hidalgo. L’idea è suggestiva: rendere le grandi città più vivibili, suddividendole in distretti al cui interno le persone troveranno tutto ciò “di cui hanno bisogno”. Il progetto si inserisce all’interno del più ambio concetto di “smart city”, la “città intelligente” del futuro nella quale la digitalizzazione e l’uso delle moderne tecnologie, dall’intelligenza artificiale alle ICT (Tecnologie dell’informazione e della comunicazione), creeranno le condizioni per ridurre gli spostamenti fisici delle persone. All’interno del proprio quartiere ci si potrà muovere a piedi, in bicicletta, con mezzi pubblici o, all’occorrenza, con mezzi elettrici in sharing. Gli spostamenti al di fuori del proprio distretto con mezzi privati non elettrici saranno sottoposti a monitoraggio, e possibili limitazioni. Il progetto è in fase di sperimentazione a Oxford, e ha sollevato forti proteste popolari: il limite massimo agli spostamenti è stato fissato a 100 uscite annuali dal proprio distretto, monitorate con telecamere e soggetto a sanzioni.
Il tema è: chi definisce ciò “di cui le persone hanno bisogno”, chi definisce i distretti e i limiti di spostamento? Non vi è il rischio che ciò che nasce come un diritto naturale diventi un “permesso”, concesso, modulato o ritirato a discrezione dell’autorità pubblica? Dai lockdown sanitari ai lockdown climatici? È presto per dirlo, ma preoccupa il giro mentale soggiacente a questi progetti, non a caso in forte accelerazione post-CoViD e oggetto di molte discussioni a Davos. Un motivo in più per preoccuparsi…

Pubblicato su: www.culturainpillole.com il 21 aprile 2023

Per approfondire, cfr il sito www.alleanzacattolica.org nella sezione “Rubriche”, Economia. Articolo Build Back Better",True
WcS7RZa9WWM,Ciudades de 15 minutos I Beatriz Ramírez,"La representante de la Fundación Nesi habla del modelo de ciudad de 15 minutos y territorio de 45 minutos como principios clave a incluir en las próximas campañas electorales para asegurar ciudades limpias y a medida de las personas.

Este evento, comisariado por Zuloark y Antonella Broglia, está organizado por La Casa Encendida junto al Ayuntamiento de Madrid, The Democratic Society y el Centro de Innovación en Tecnología para el Desarrollo Humano de la Universidad Politécnica de Madrid. Con la colaboración de C40-CITIES, Laudes Foundation y el EIT Climate-KIC.

SÍGUENOS: 

Suscríbete a nuestro canal de YouTube:  https://bit.ly/2URuwzE

Instagram: https://bit.ly/2LD6WDY
Twitter: https://twitter.com/lacasaencendida
Facebook: https://www.facebook.com/LaCasaEncendida
Nuestra web: https://www.lacasaencendida.es

Las opiniones expresadas en este vídeo son responsabilidad exclusiva de los autores y no necesariamente reflejan la posición de La Casa Encendida.

#lacasaencendida #ciudadessostenibles #ciudadesinteligentes",False
erhW3vyMYPM,15 minute cities,"15 minute cities , reality soon. Form of control? Lets have your thoughts 


#15minutecities #control #populationcontrol #media #fyp #scary #usa #uk #europe",True
mq1C3LPKAVc,"Canadian Federal 15 Minute City Initiative, presumably","Canadian Federal 15 Minute City Initiative, presumably",True
3YM4ucwNqJ8,"China 15 Minute City, this building has over 20,000 people living there",,True
GVFjdnTLm24,KBYG 2023 06 14: 15 Minute Neighborhoods,"Veronica Olsen  and Mary Dooley join Dave Alden to talk to us about the AIA SDAT ""15 minute neighborhood"" report for Petaluma.",False
HXbwXzjDzck,Planning the Cycling City from the Netherlands to Ireland _ by Lana Salameh @Arup,"Thanks Arup, my colleagues from Ireland and across the European offices from the Transport Planning Skills Network for listening in to my presentation about my course Planning the Cycling City the other day. It was quite the pleasure to do and really encouraging to see how many people attended. The conversation must go on!

My presentation provided an overview of lessons learnt from leaders in the field of cycling cities, specifically from the Netherlands. With recent headlines like “If we all cycled like the Dutch, global emissions would drop nearly 700 million tonnes” (Euronews.com), there is no doubt Ireland’s efforts towards enhancing active travel comes to be of at most significance to curb emissions in the country. 

The presentation covered various topics that include urban cycling (historical and current trends), cycling infrastructure, land use, bicycle culture and effects, bikenomics… etc in hopes to give as much insight as possible to work towards those goals through our projects and Arup’s connections with local authorities.

An important thank you once again for the lecturers at the University of Amsterdam – Meredith Glaser, Ines Alveano-Aguerrebere, Lior Steinberg, Ruth Oldenziel, Luca Bertolini, Chris Bruntlett, Roland Kager, Marco te Brömmelstroet, Mama Agatha, Katherine VanHoose, Tina Harris, Mijksenaar, Decisio and for the opportunity to get warped into the world of cycling. 

Correction: The map of the speed limits in Amsterdam City is to be implemented in 2023/2024. The current speed limit of 30 km/h is the case on one of the circular roads around the city centre, on some central roads and other roads to the East of the city. (But it's being implemented soon on such a wide scale- hopefully other cities can take the lesson from it still)

Presentation Slides: https://tinyurl.com/5bx6d42p",False
px7R1GER1uA,15 Minute kabootar Gayab 🙈 vah vah vah#viralshorts #pigeons #birds #kabootarbazzi,,False
oqYl4nzQM10,Building tiny urban communities! 15-Minute City 21 | Cities Skylines,"🛣️Watch the next episode: https://youtu.be/-6V2PTLFC_w
💗Consider Subscribing: https://bit.ly/3JG6MI1
💬Let's Chat on Discord: https://discord.gg/DXX23tnqq6
🏙️Come build a city with me LIVE: https://bit.ly/3prEXwb

Hey everyone it's Joy! Join me as I use the concept of a 15-Minute City as a framework for building the city of Mordalgo in Cities Skylines! 

 🗺️Map: Huahine by E6GSY https://steamcommunity.com/sharedfiles/filedetails/?id=2264655464
Mods and assets: https://steamcommunity.com/sharedfiles/filedetails/?id=2749513965
🎶Music from Epidemic Sound

🎧Like what you hear? Check out Epidemic Sound https://share.epidemicsound.com/ckgf3j 
If you use my link you get a free 30 day trail, if you like the service and stay I get 1 month free too!

A special thanks to  @LarrySkylines  for making so many amazing assets for this series. 
Larry's workshop: https://steamcommunity.com/profiles/76561199054179954/myworkshopfiles/?appid=255710

 #citiesskylines #joybuildscities #walkablecity",False
gooV7lkSnAg,15 Minute Cities,,True
FF39fBzheYU,ASTV. Orwellian Cities. A Dystopian Vision Unveiled,"A disturbing look at the ""15 Minute City"" concept being promoted by global elites that aims to confine urban populations within densely packed zones, severely restricting personal mobility and freedom of movement, all under the guise of fighting climate change.  Cities. A Dystopian Vision Unveiled 
ASTV. Orwellian Cities. A Dystopian Vision Unveiled
Become a channel sponsor and you'll get access to exclusive bonuses. 
Read more:
https://www.youtube.com/channel/UC8m-89aH9uU0A5L-l8DvUaw/join",True
nkWdIsi1JPc,Thinking Some More About 15 Minute Cities With Derek Wall #15minutecities,"I Reached out to Author, Politician and Economist Derek Wall for their thoughts on 15 minute cities and all the hubub surrounding it.

Derek kindly wrote back to me with some observations which I explore in this short video.

Derek Wall is someone I got to know through their excellent writing, and I would highly recommend checking out their books, particularly 'Elinor Ostrom's rules for radicals"".

https://www.goodreads.com/author/list/152009.Derek_Wall
https://www.plutobooks.com/author/derek-wall/

Thanks again to Derek for his response.

News story referencing death threats sent to councillor

https://www.bbc.co.uk/news/uk-england-oxfordshire-64001776

#15minutecities #communism #capitalism #city",False
wE53q8sMglU,15-Minute Cities & Jesuit’s Modern Tower of Babel.Car-Free Sundays To Despotism.Singer: A.Wimer,15-Minute Cities & Jesuit’s Modern Tower of Babel. From Car-Free Sundays & Electric Vehicles To Despotism. Singer: Antonna Wimer,True
4EJDt26RGfg,Liverpool City Transport Plan: 20 Minutes Cities or Neighbourhood Model?,,False
gbDG4-4vLmY,15 minute Enslavement Camps,,True
N9pONOpM8yo,15 Minute City Plans and Bans,"#worldeconomicforum #2030 #cars #15minutecity #banned #socialcreditscore #travel #globalist #elite #collapse #headonaswivel #shtf #beaware #prepare #survival #prepping #prepper 
LET'S HAVE COFFEE AND A SNICK SNACK TOGETHER
https://www.buymeacoffee.com/butterfly0n
Get your preps organized and FEAR LESS with the Ultimate Prep System
(online and offline versions available) https://prepper-nerd.com/abg
RECENTLY PURCHASED PREPS
Kirkland Signature Moist Flushable Wipes, 632 Wipes https://amzn.to/3ZwhGpb
amazon Basics 2-Ply Toilet Paper https://amzn.to/3J6Ce2i
Amazon Basics 2-Ply Paper Towels  https://amzn.to/3SDciON
Bounce Pet Hair and Lint Guard Mega Dryer Sheets https://amzn.to/3J5h9VJ
Downy Eco-Box Ultra Concentrated Laundry Fabric Softener Liquid https://amzn.to/3SIPEEU
Tide Laundry Detergent Liquid Soap Eco-Box
https://amzn.to/3YbKm5M
Dove Scrub For Silky Smooth Skin Brown Sugar & Coconut Butter https://amzn.to/3SHKGIn
Vacuum Sealer Bags https://amzn.to/3Y9ikrv
Ginger Lily Farms Botanicals Moisturizing Conditioner https://amzn.to/3ZP2S5l
Ginger Lily Farms Botanicals Nourishing Body Wash https://amzn.to/3mj2HAH
Ginger Lily Farms Botanicals Moisturizing Shampoo https://amzn.to/3y4NSEq
Superior Vacuum Sealer Machine, Food Sealer
https://amzn.to/3Q1G7Hi
Presto 06300 Dehydro Electric Food Dehydrator
https://amzn.to/3hUjVCH
Food Kitchen Scale with Bowl
https://amzn.to/3vozXaN
Airtight Food Storage Containers Set
https://amzn.to/3C8Fmqx
Solar Power Bank
https://amzn.to/3WKpqSU
Cartman 123 Piece Tool Set https://amzn.to/3raRUaQ
Augason Farms Honey Powder https://amzn.to/3RcEg1y
Nesco Food Dehydrator https://amzn.to/3fqf76n
Augason Farms Dehydrated Diced Red & Green Bell Peppers
https://amzn.to/3UJvcnO 7 Mini Herb Garden with Pump System
https://amzn.to/3Rric3u
12 Pods Hydroponics Growing System https://amzn.to/3rdl8pB
Portable Solar Generator Lighting Kit https://amzn.to/3SyG1XQ
Car Power Inverter https://amzn.to/3xT03EH
Mini Chainsaw https://amzn.to/3Sn0384
Portable LED Camping Lantern with Ceiling Fan https://amzn.to/3xSZL0z
Portable Air Conditioner https://amzn.to/3UVftSO
Hoosier Hill Farm Sour Cream Powder https://amzn.to/3LO6MW4
Hoosier Hill Farm Cream Cheese powder https://amzn.to/3ft3R92
MasterChef Bread Maker https://amzn.to/3dOxEsw
Hydroponics Growing System 12 Pods https://amzn.to/3DU3BdE
Augason Farms Gluten-Free Black Bean Burger https://amzn.to/3ChlzFQ
Dehydrated Chopped Onion https://amzn.to/3UVgTwC
AMAZON STORE LINK
https://www.amazon.com/ideas/amzn1.account.AG5O4QPCB7KU2F26MXXTM3WRBCJQ/5B659YX5SXLH?type=explore&ref=idea_cp_vl_ov_d
TRISH taassociates1020@yahoo.com
https://youtube.com/channel/UCCCEcH-2HZdxH4BLlEHjUCg
MY CONTACT INFO PO BOX 6027 SPRING HILL, FL 34611
CASH APP $ABG0222
butterfly030807@gmail.com
paypal.me/abg0222
AMAZON PREP WISH LIST
https://www.amazon.com/hz/wishlist/ls/24UQQRC8UCDH0?ref_=wl_share
NEWSLETTER IS FREE
  MY MECHANIC https://www.consumercarcare.net/ USE CODE ABG
MY LAWN AND TREE GUY GRATSCH LAWN MAINTENANCE AND TREE WORK
(231)881-6908 ASK FOR JOHN
organic medicinal seed store discount code Garden22
https://willowridgegardens.etsy.com/ Custom made jewelry
https://www.etsy.com/shop/silverdawnjewelry/?etsrc=sdt&page=2#items
Prepper Candles USE CODE ABG FOR 15% OFF http://kmdkandles.com/
Safcandles.com Earthly Wellness Products
https://www.earthley.com/ref/deborah.stinson/
Print It P.O. Box 1806 1406 Waco Road, Belton, Texas 76513
254-933-3311 http://h/pages/Print-It/142656342565968",True
Jt9T32hsCRY,🤖Automation used to bring in 15 Minute Cites & UBI - Universal Basic Income💲,🤖Automation used to bring in 15 Minute Cites & UBI - Universal Basic Income 💲 #automation #jobautomation #walmartclosing #walmartautomation #15minutecity #ubi #toilettimetv,True
rw48w6eyLzg,Fort Myers aims to be a 15 Minute city as population increases,,False
dEodvwQJZbo,NYC and the 15-minute city concept,"The 15-minute city comes by many names: 20-minute city, 10-minute city, 15-minute village, complete neighborhood, or walkable neighborhood. But all these names point to one concept. The idea of a 15-minute city is one where a person can fulfill their basic needs within a walkable or bike-able distance — which is about 15-minutes. New York City is mostly made up of walkable neighborhoods. This video features an example of a one in Greenpoint, Brooklyn. 

RELATED LINKS:
How to ride the New York subway → youtu.be/9fL5etTRZzU
How to ride the Citibike → youtu.be/CO-g6T5OmgY
How to ride New York buses → youtu.be/HQ1WcRKvbP8

🌟 New to this channel, you might like these videos. 🌟
Why are the streets of Queens so confusing → youtu.be/5WRVwNNoiQs
When you move to New York → youtu.be/TiPK1iBj-bo
ALL the things to do in New York → youtu.be/zMhQn1ocDzI

🌟 Interested in supporting Urban Caffeine? 🌟
PayPal → paypal.me/UrbanCaffeineStudio
Venmo → venmo.com/u/UrbanCaffeine
Patreon → patreon.com/UrbanCaffeine

🗺 All maps derived from Google Maps 🗺 

✉️ Contact 📬
Instagram, Facebook, Twitter @ urbancaffeineYT 
info@urbancaffeine.com",False
